source_url,title,year,source,dedicated_to,short_description,life_focus,focus_basis,life_signal,form_family,genre
https://hoerspiele.dra.de/detailansicht/4826046,"Leben und Ansichten von Tristram Shandy, Gentleman (4. Teil)",2015,DRA,Laurence Sterne,"This record is based on letters, diaries, writings, or other self-records connected to Laurence Sterne.",Documentary / self-record subject,Documentary / self-record subject,diary/letters,adaptation,Hörspielbearbeitung
https://hoerspiele.dra.de/detailansicht/4826050,"Leben und Ansichten von Tristram Shandy, Gentleman (7. Teil)",2015,DRA,Laurence Sterne,"This record is based on letters, diaries, writings, or other self-records connected to Laurence Sterne.",Documentary / self-record subject,Documentary / self-record subject,diary/letters,adaptation,Hörspielbearbeitung
https://hoerspiele.dra.de/detailansicht/4826049,"Leben und Ansichten von Tristram Shandy, Gentleman (6. Teil)",2015,DRA,Laurence Sterne,"This record is based on letters, diaries, writings, or other self-records connected to Laurence Sterne.",Documentary / self-record subject,Documentary / self-record subject,diary/letters,adaptation,Hörspielbearbeitung
https://hoerspiele.dra.de/detailansicht/4826053,"Leben und Ansichten von Tristram Shandy, Gentleman (8. Teil)",2015,DRA,Laurence Sterne,"This record is based on letters, diaries, writings, or other self-records connected to Laurence Sterne.",Documentary / self-record subject,Documentary / self-record subject,diary/letters,adaptation,Hörspielbearbeitung
https://hoerspiele.dra.de/detailansicht/4906744,Liliane Lijn: Glittering in the Sun/Crossing Map,2015,DRA,Liliane Lijn,This record adapts autobiographical material by or about Gaby Hartel; Liliane Lijn.,Women's life; Artist / visual artist,Women's life; Artist / visual artist,biography; autobiography,adaptation,Hörspielbearbeitung
https://hoerspiele.dra.de/detailansicht/4826055,"Leben und Ansichten von Tristram Shandy, Gentleman (9. Teil)",2015,DRA,Laurence Sterne,"This record is based on letters, diaries, writings, or other self-records connected to Laurence Sterne.",Documentary / self-record subject,Documentary / self-record subject,diary/letters,adaptation,Hörspielbearbeitung
https://hoerspiele.dra.de/detailansicht/4909404,Der verliebte Antierotiker - Ein unbekanntes Kapitel aus dem Leben des Dichters Paul Scheerbart (2. Teil),1993,DRA,Paul Scheerbart,"This record is based on letters, diaries, writings, or other self-records connected to Paul Scheerbart. The metadata identifies the subject as a writer.",Author / literary figure,Author / literary figure,diary/letters,adaptation,"Hörspielbearbeitung, Monolog"
https://hoerspiele.dra.de/detailansicht/4909405,Der verliebte Antierotiker - Ein unbekanntes Kapitel aus dem Leben des Dichters Paul Scheerbart (3. Teil),1993,DRA,Paul Scheerbart,"This record is based on letters, diaries, writings, or other self-records connected to Paul Scheerbart. The metadata identifies the subject as a writer.",Author / literary figure,Author / literary figure,diary/letters,adaptation,"Hörspielbearbeitung, Monolog"
https://hoerspiele.dra.de/detailansicht/4913095,SoundCard Washington,2016,DRA,SoundCard Washington,This record is a radio portrait of SoundCard Washington.,Ordinary / private person,Ordinary / private person,portrait,portrait,"Ars acustica, Porträt"
https://hoerspiele.dra.de/detailansicht/4911046,"Hier Familie Hansen (38. Folge: Briefe, Briefe ...)",1970,DRA,Gisela Prugel,"This record is based on letters, diaries, writings, or other self-records connected to Gisela Prugel. The metadata identifies the subject as a artist.",Family / intimate life; Documentary / self-record subject,Family / intimate life | Documentary / self-record subject,diary/letters,original radio play,"Originalhörspiel, Kinderhörspiel"
https://hoerspiele.dra.de/detailansicht/4913331,Das Tagebuch von Adam und Eva,1973,DRA,Mark Twain,"This record is based on letters, diaries, writings, or other self-records connected to Mark Twain.",Documentary / self-record subject,Documentary / self-record subject,diary/letters,adaptation,Hörspielbearbeitung
https://hoerspiele.dra.de/detailansicht/4918583,Die Geschichte meines Lebens - Die Tagebücher Ferdinand Benekes (2. Teil: Die Jahre 1794 bis Anfang 1796),2015,DRA,Ferdinand Beneke,"This record is based on letters, diaries, writings, or other self-records connected to Ferdinand Beneke.",Documentary / self-record subject,Documentary / self-record subject,diary/letters,adaptation,Hörspielbearbeitung
https://hoerspiele.dra.de/detailansicht/4925297,Wie war’s in China?,2016,DRA,Laurent Jeanneau,"This record is based on letters, diaries, writings, or other self-records connected to Laurent Jeanneau. The metadata identifies the subject as a singer or musician.",Documentary / self-record subject,Documentary / self-record subject,diary/letters,sound art,Ars acustica
https://hoerspiele.dra.de/detailansicht/4925993,Schwenkfutter,2016,DRA,Schwenkfutter,This record is a radio portrait of Schwenkfutter.,Ordinary / private person,Ordinary / private person,portrait,original radio play,"Originalhörspiel, Kriminalhörspiel"
https://hoerspiele.dra.de/detailansicht/4931082,Die alte Tochter spricht mit dem jungen Vater,2016,DRA,Gabriele Bigott,"This record is based on letters, diaries, writings, or other self-records connected to Gabriele Bigott. The metadata identifies the subject as a writer.",Women's life; Family / intimate life; Documentary / self-record subject,Women's life | Family / intimate life | Documentary / self-record subject,diary/letters,original radio play,Originalhörspiel
https://hoerspiele.dra.de/detailansicht/4932531,Ich stand abseits,1973,DRA,Jürgen Knop,This record adapts autobiographical material by or about Ernst Klee; Christian Gebert; Jürgen Knop.,Witness / victim / displaced life,Witness / victim / displaced life,biography; autobiography,feature / documentary,"Hörspielbearbeitung, Dokumentarhörspiel, Originaltonhörspiel"
https://hoerspiele.dra.de/detailansicht/4934264,Erinnerungen an eine Zeit vor dem LED-Regime,2016,DRA,Subject not identified,The source metadata is too sparse to identify the subject reliably; this record needs manual review.,Ordinary / private person,Ordinary / private person,memory/testimony,sound art,Ars acustica
https://hoerspiele.dra.de/detailansicht/4936976,Die Geschichte meines Lebens - Die Tagebücher Ferdinand Benekes (3. Teil: Das Jahr 1801),2017,DRA,Ferdinand Beneke,"This record is based on letters, diaries, writings, or other self-records connected to Ferdinand Beneke.",Documentary / self-record subject,Documentary / self-record subject,diary/letters,adaptation,Hörspielbearbeitung
https://hoerspiele.dra.de/detailansicht/4939130,Meine Seele war schwarz von Fliegen (3. Teil),1993,DRA,Vasilij Baranow,"This record is based on letters, diaries, writings, or other self-records connected to Vasilij Baranov.",Witness / victim / displaced life,Witness / victim / displaced life,diary/letters,adaptation,"Hörspielbearbeitung, Kurzhörspiel, Monolog"
https://hoerspiele.dra.de/detailansicht/4939129,Meine Seele war schwarz von Fliegen (2. Teil),1995,DRA,Vasilij Baranow,"This record is based on letters, diaries, writings, or other self-records connected to Vasilij Baranov.",Witness / victim / displaced life,Witness / victim / displaced life,diary/letters,adaptation,"Hörspielbearbeitung, Kurzhörspiel, Monolog"
https://hoerspiele.dra.de/detailansicht/4937511,Das Paradies der kleinen Dinge,2017,DRA,Nathaniel Hawthorne; Sophia Hawthorne,"This record is based on letters, diaries, writings, or other self-records connected to Nathaniel Hawthorne; Sophia Hawthorne.",Documentary / self-record subject,Documentary / self-record subject,diary/letters,adaptation,Hörspielbearbeitung
https://hoerspiele.dra.de/detailansicht/4939131,Meine Seele war schwarz von Fliegen (4. Teil),1993,DRA,Vasilij Baranow,"This record is based on letters, diaries, writings, or other self-records connected to Vasilij Baranov.",Witness / victim / displaced life,Witness / victim / displaced life,diary/letters,adaptation,"Hörspielbearbeitung, Kurzhörspiel, Monolog"
https://hoerspiele.dra.de/detailansicht/4939845,Mutti und ich,2017,DRA,Marietta Schwarz,This record is a radio portrait of Marietta Schwarz.,Ordinary / private person,Ordinary / private person,portrait,feature / documentary,"Originalhörspiel, Dokumentarhörspiel"
https://hoerspiele.dra.de/detailansicht/4940862,Pellkantüffeln un Hering (1. Teil: Kinnertied in Pommern),1976,DRA,Franz Rehbein,This record adapts autobiographical material by or about Franz Rehbein.,Ordinary / working life,Ordinary / working life,biography; autobiography,adaptation,"Hörspielbearbeitung, Mundarthörspiel"
https://hoerspiele.dra.de/detailansicht/4940874,Pellkantüffeln un Hering (2. Teil: Herr un Knecht),1976,DRA,Franz Rehbein,This record adapts autobiographical material by or about Franz Rehbein.,Ordinary / working life,Ordinary / working life,biography; autobiography,adaptation,"Hörspielbearbeitung, Mundarthörspiel"
https://hoerspiele.dra.de/detailansicht/4940875,Pellkantüffeln un Hering (3. Teil: De tweete Heimat),1976,DRA,Franz Rehbein,This record adapts autobiographical material by or about Franz Rehbein.,Witness / victim / displaced life; Ordinary / working life,Witness / victim / displaced life; Ordinary / working life,biography; autobiography,adaptation,"Hörspielbearbeitung, Mundarthörspiel"
https://hoerspiele.dra.de/detailansicht/4949493,Sehnsucht,2018,DRA,Camillo Boito,"This record is based on letters, diaries, writings, or other self-records connected to Camillo Boito.",Documentary / self-record subject,Documentary / self-record subject,diary/letters,adaptation,Hörspielbearbeitung
https://hoerspiele.dra.de/detailansicht/4951441,Der große Unbekannte (2. Teil: Das Porträt),1963,DRA,Karl Richard Tschon,This record is a radio portrait of Karl Richard Tschon.,Ordinary / private person,Ordinary / private person,portrait,original radio play,"Originalhörspiel, Kriminalhörspiel"
https://hoerspiele.dra.de/detailansicht/4954569,"Comeback – Porträt einer Frau, die singt",1977,DRA,Paul Pörtner,This record is a radio portrait of Paul Pörtner. The metadata identifies the subject as a actor or performer.,Women's life,Women's life,portrait,original radio play,Originalhörspiel
https://hoerspiele.dra.de/detailansicht/4954237,Meine Erinnerungen reißen mich in Stücke,2018,DRA,Subject not identified,The source metadata is too sparse to identify the subject reliably; this record needs manual review.,Ordinary / private person,Ordinary / private person,memory/testimony,original radio play,Originalhörspiel
https://hoerspiele.dra.de/detailansicht/4954716,Hölderlin. Geschichte einer Abschiebung,2018,DRA,Klaus Buhlert,"This record is based on letters, diaries, writings, or other self-records connected to Klaus Buhlert. The metadata identifies the subject as a composer.",Documentary / self-record subject,Documentary / self-record subject,diary/letters,original radio play,Originalhörspiel
https://hoerspiele.dra.de/detailansicht/4959106,Djati Luwih – schönes Land,1979,DRA,Hansjörg Schmitthenner,"This record is based on letters, diaries, writings, or other self-records connected to Hansjörg Schmitthenner.",Documentary / self-record subject,Documentary / self-record subject,diary/letters,sound art,"Originalhörspiel, Ars acustica"
https://hoerspiele.dra.de/detailansicht/4955843,1918 Abschied,2018,DRA,Martin Graff,"This record is based on letters, diaries, writings, or other self-records connected to Martin Graff.",Documentary / self-record subject,Documentary / self-record subject,diary/letters,original radio play,"Originalhörspiel, Mundarthörspiel"
https://hoerspiele.dra.de/detailansicht/4963362,Der Hörspielautor Werner Buhss,2019,DRA,Werner Buhss,A radio portrait of Werner Buhss as a radio-play author.,Author / literary figure,manual override,portrait,portrait,Porträt
https://hoerspiele.dra.de/detailansicht/4962886,Akte 88 (9. Folge: Zweieinhalb Jahre Tibet),2018,DRA,Adolf Hitler,"This record is based on letters, diaries, writings, or other self-records connected to Walter Filz; Michael Lissek.",Political / historical figure,Political / historical figure,diary/letters,feature / documentary,"Originalhörspiel, Dokumentarhörspiel, Feature, Satire"
https://hoerspiele.dra.de/detailansicht/4970577,False Memory,2019,DRA,Subject not identified,The source metadata is too sparse to identify the subject reliably; this record needs manual review.,Ordinary / private person,Ordinary / private person,memory/testimony,original radio play,"Originalhörspiel, Kriminalhörspiel"
https://hoerspiele.dra.de/detailansicht/4974424,Die Stadt und die Stimmen,2019,DRA,Subject not identified,The source metadata is too sparse to identify the subject reliably; this record needs manual review.,Collective / community,Collective / community,memory/testimony,original radio play,Originalhörspiel
https://hoerspiele.dra.de/detailansicht/4975759,Erinnerungen einer Überflüssigen (1. Teil),2020,DRA,Lena Christ,This record adapts autobiographical material by or about Lena Christ.,Ordinary / private person,Ordinary / private person,biography; autobiography; memory/testimony,adaptation,Hörspielbearbeitung
https://hoerspiele.dra.de/detailansicht/4975760,Erinnerungen einer Überflüssigen (2. Teil),2020,DRA,Lena Christ,This record adapts autobiographical material by or about Lena Christ.,Ordinary / private person,Ordinary / private person,biography; autobiography; memory/testimony,adaptation,Hörspielbearbeitung
https://hoerspiele.dra.de/detailansicht/4976018,Hölderlin schüttelt mich,2020,DRA,Wilhelm Friedrich Waiblinger,This record is a radio portrait of Wilhelm Friedrich Waiblinger.,Ordinary / private person,Ordinary / private person,portrait,adaptation,"Hörspielbearbeitung, Mundarthörspiel"
https://hoerspiele.dra.de/detailansicht/4979045,Zusammen Walden (1. Teil: Sparsamkeit),2020,DRA,Henry David Thoreau,"This record is based on letters, diaries, writings, or other self-records connected to Henry David Thoreau.",Documentary / self-record subject,Documentary / self-record subject,diary/letters,adaptation,"Hörspielbearbeitung, Mitmachhörspiel, Szenische Lesung"
https://hoerspiele.dra.de/detailansicht/4980800,Zusammen Walden (2. Teil),2020,DRA,Henry David Thoreau,"This record is based on letters, diaries, writings, or other self-records connected to Henry David Thoreau.",Documentary / self-record subject,Documentary / self-record subject,diary/letters,adaptation,"Hörspielbearbeitung, Mitmachhörspiel, Szenische Lesung"
https://hoerspiele.dra.de/detailansicht/4980801,Zusammen Walden (3. Teil),2020,DRA,Henry David Thoreau,"This record is based on letters, diaries, writings, or other self-records connected to Henry David Thoreau.",Documentary / self-record subject,Documentary / self-record subject,diary/letters,adaptation,"Hörspielbearbeitung, Mitmachhörspiel, Szenische Lesung"
https://hoerspiele.dra.de/detailansicht/4980798,Zusammen Walden (1. Teil: Hast Du Schlösser in die Luft gebaut),2020,DRA,Henry David Thoreau,"This record is based on letters, diaries, writings, or other self-records connected to Henry David Thoreau.",Documentary / self-record subject,Documentary / self-record subject,diary/letters,adaptation,"Hörspielbearbeitung, Mitmachhörspiel, Szenische Lesung"
https://hoerspiele.dra.de/detailansicht/4980802,Zusammen Walden (4. Teil),2020,DRA,Henry David Thoreau,"This record is based on letters, diaries, writings, or other self-records connected to Henry David Thoreau.",Documentary / self-record subject,Documentary / self-record subject,diary/letters,adaptation,"Hörspielbearbeitung, Mitmachhörspiel, Szenische Lesung"
https://hoerspiele.dra.de/detailansicht/4983605,Überweben,2020,DRA,Etel Adnan,"This record is based on letters, diaries, writings, or other self-records connected to Etel Adnan. The metadata identifies the subject as a scholar or intellectual.",Women's life; Artist / visual artist,Women's life; Artist / visual artist,diary/letters,original radio play,Originalhörspiel
https://hoerspiele.dra.de/detailansicht/4983915,Das Hörspiel vom Hörspiel 2020,2020,DRA,Julia Mihaly,This record is a radio portrait of Julia Mihaly.,Musician / composer,Musician / composer,portrait,portrait,"Wort-Musik-Sendung, Porträt, Ars acustica"
https://hoerspiele.dra.de/detailansicht/4984462,Götterdämmerung in Nürnberg (1. Teil der vierteiligen Fassung),2020,DRA,Gustav M. Gilbert,"This record is based on letters, diaries, writings, or other self-records connected to Gustav M. Gilbert.",Documentary / self-record subject,Documentary / self-record subject,diary/letters,adaptation,Hörspielbearbeitung
https://hoerspiele.dra.de/detailansicht/4984463,Götterdämmerung in Nürnberg (2. Teil der vierteiligen Fassung),2020,DRA,Gustav M. Gilbert,"This record is based on letters, diaries, writings, or other self-records connected to Gustav M. Gilbert.",Documentary / self-record subject,Documentary / self-record subject,diary/letters,adaptation,Hörspielbearbeitung
https://hoerspiele.dra.de/detailansicht/4984473,Götterdämmerung in Nürnberg (3. Teil der vierteiligen Fassung),2020,DRA,Gustav M. Gilbert,"This record is based on letters, diaries, writings, or other self-records connected to Gustav M. Gilbert.",Documentary / self-record subject,Documentary / self-record subject,diary/letters,adaptation,Hörspielbearbeitung
https://hoerspiele.dra.de/detailansicht/4984474,Götterdämmerung in Nürnberg (4. Teil der vierteiligen Fassung),2020,DRA,Gustav M. Gilbert and the Nuremberg trial defendants,"This record is based on letters, diaries, writings, or other self-records connected to Gustav M. Gilbert.",Political / historical figure; Scholar / expert,Political / historical figure; Scholar / expert,diary/letters,adaptation,Hörspielbearbeitung
https://hoerspiele.dra.de/detailansicht/4985363,Brief an meine Mutter,2020,DRA,Georges Simenon,This record presents biographical material about Georges Simenon.,Women's life; Family / intimate life; Documentary / self-record subject,Women's life | Family / intimate life | Documentary / self-record subject,biography,adaptation,Hörspielbearbeitung
https://hoerspiele.dra.de/detailansicht/4987036,Und sicher ist mit mir die Welt verschwunden,2021,DRA,Subject not identified,The source metadata is too sparse to identify the subject reliably; this record needs manual review.,Ordinary / private person,Ordinary / private person,memory/testimony,adaptation,Hörspielbearbeitung
https://hoerspiele.dra.de/detailansicht/4987241,Interview mit einem Stern (1. Teil der vierteiligen Fassung),2021,DRA,Ernst Schnabel,"This record is based on letters, diaries, writings, or other self-records connected to Ernst Schnabel.",Documentary / self-record subject,Documentary / self-record subject,diary/letters,feature / documentary,"Originalhörspiel, Feature"
https://hoerspiele.dra.de/detailansicht/4987242,Interview mit einem Stern (2. Teil der vierteiligen Folge),2021,DRA,Ernst Schnabel,"This record is based on letters, diaries, writings, or other self-records connected to Ernst Schnabel.",Documentary / self-record subject,Documentary / self-record subject,diary/letters,feature / documentary,"Originalhörspiel, Feature"
https://hoerspiele.dra.de/detailansicht/4987245,Interview mit einem Stern (3. Folge der vierteiligen Fassung),2021,DRA,Ernst Schnabel,"This record is based on letters, diaries, writings, or other self-records connected to Ernst Schnabel.",Documentary / self-record subject,Documentary / self-record subject,diary/letters,feature / documentary,"Originalhörspiel, Feature"
https://hoerspiele.dra.de/detailansicht/4987246,Interview mit einem Stern (4. Folge der vierteiligen Fassung),2021,DRA,Ernst Schnabel,"This record is based on letters, diaries, writings, or other self-records connected to Ernst Schnabel.",Documentary / self-record subject,Documentary / self-record subject,diary/letters,feature / documentary,"Originalhörspiel, Feature"
https://hoerspiele.dra.de/detailansicht/4990645,Curtain Call!,2021,DRA,Uwe Dierksen; Judith Rosmair,"This record is based on letters, diaries, writings, or other self-records connected to Uwe Dierksen; Judith Rosmair. The metadata identifies the subject as a actor or performer.",Documentary / self-record subject,Documentary / self-record subject,diary/letters,original radio play,Originalhörspiel
https://hoerspiele.dra.de/detailansicht/4991273,Mögen Sie Emily Dickinson?,2021,DRA,Emily Dickinson,A radio work based on letters and poems by Emily Dickinson.,Women's life; Author / literary figure,manual override,diary/letters,adaptation,Hörspielbearbeitung
https://hoerspiele.dra.de/detailansicht/4991479,Briefe aus der Hölle,2021,DRA,Holocaust victims imprisoned in Auschwitz,Curated correction: this record focuses on Holocaust victims imprisoned in Auschwitz (Witness / victim / displaced life; Collective / community).,Witness / victim / displaced life; Collective / community,Witness / victim / displaced life; Collective / community,diary/letters,adaptation,Hörspielbearbeitung
https://hoerspiele.dra.de/detailansicht/4992864,Anne Lister (1. Teil),2022,DRA,Angela Steidele,"This record is based on letters, diaries, writings, or other self-records connected to Angela Steidele.",Ordinary / private person,Ordinary / private person,biography; diary/letters,adaptation,Hörspielbearbeitung
https://hoerspiele.dra.de/detailansicht/4994495,"Rahel, damit sie mich kennen (7. Teil: ""Ich bin hier sehr wirksam"")",2021,DRA,Christine Nagel,"This record is based on letters, diaries, writings, or other self-records connected to Christine Nagel.",Documentary / self-record subject,Documentary / self-record subject,diary/letters,original radio play,Originalhörspiel
https://hoerspiele.dra.de/detailansicht/4994538,"Rahel, damit sie mich kennen (10. Teil: Die Pockenmaterie muss raus)",2021,DRA,Christine Nagel,"This record is based on letters, diaries, writings, or other self-records connected to Christine Nagel.",Documentary / self-record subject,Documentary / self-record subject,diary/letters,original radio play,Originalhörspiel
https://hoerspiele.dra.de/detailansicht/4995420,ULISSAS,2021,DRA,Clarice Lispector; Cordelia Dvorák,"This record is based on letters, diaries, writings, or other self-records connected to Clarice Lispector; Cordelia Dvorák.",Documentary / self-record subject,Documentary / self-record subject,diary/letters,adaptation,Hörspielbearbeitung
https://hoerspiele.dra.de/detailansicht/4996171,Die verschwundenen Bilder,2021,DRA,Teresa Schmid,"This record is based on letters, diaries, writings, or other self-records connected to Teresa Schmid.",Family / intimate life; Documentary / self-record subject,Family / intimate life | Documentary / self-record subject,diary/letters,adaptation,"Hörspielbearbeitung, Kinderhörspiel, Kurzhörspiel, Kriminalhörspiel"
https://hoerspiele.dra.de/detailansicht/4997012,Gäste (1. Teil der zweiteiligen Fassung),2021,DRA,Subject not identified,The source metadata is too sparse to identify the subject reliably; this record needs manual review.,Ordinary / private person,Ordinary / private person,memory/testimony,original radio play,Originalhörspiel
https://hoerspiele.dra.de/detailansicht/4997013,Gäste (2. Teil der zweiteiligen Fassung),2021,DRA,Subject not identified,The source metadata is too sparse to identify the subject reliably; this record needs manual review.,Ordinary / private person,Ordinary / private person,memory/testimony,original radio play,Originalhörspiel
https://hoerspiele.dra.de/detailansicht/5011318,Anne Lister (2. Teil),2022,DRA,Angela Steidele,"This record is based on letters, diaries, writings, or other self-records connected to Angela Steidele.",Ordinary / private person,Ordinary / private person,biography; diary/letters,adaptation,Hörspielbearbeitung
https://hoerspiele.dra.de/detailansicht/5011335,Great Depressions,2022,DRA,Great Depressions,This record is a radio portrait of Great Depressions. The metadata identifies the subject as a artist.,Ordinary / private person,Ordinary / private person,portrait,adaptation,Hörspielbearbeitung
https://hoerspiele.dra.de/detailansicht/5012285,Mein lieber Wolf – Meine lieben fernen Mädels,2022,DRA,Wolfgang Hellwig and Ellen Hellwig,"This record is based on letters, diaries, writings, or other self-records connected to Ellen Hellwig; Wolfgang Hellwig; Anne Osterloh. The metadata identifies the subject as a actor or performer.",Women's life; Family / intimate life,Women's life; Family / intimate life,diary/letters,adaptation,Hörspielbearbeitung
https://hoerspiele.dra.de/detailansicht/5012028,Kies,2022,DRA,François Sarhan,"This record is based on letters, diaries, writings, or other self-records connected to François Sarhan. The metadata identifies the subject as a composer.",Ordinary / private person,Ordinary / private person,diary/letters; memory/testimony,sound art,Ars acustica
https://hoerspiele.dra.de/detailansicht/5011523,Aus den Erinnerungen des Zauberferkels Adalbert,1956,DRA,Adalbert the fictional magic piglet,The source metadata is too sparse to identify the subject reliably; this record needs manual review.,Fictional / symbolic / place subject,Fictional / symbolic / place subject,memory/testimony,original radio play,"Originalhörspiel, Kinderhörspiel"
https://hoerspiele.dra.de/detailansicht/5011319,Anne Lister (3. Teil),2022,DRA,Angela Steidele,"This record is based on letters, diaries, writings, or other self-records connected to Angela Steidele.",Ordinary / private person,Ordinary / private person,biography; diary/letters,adaptation,Hörspielbearbeitung
https://hoerspiele.dra.de/detailansicht/5012924,Nachtwächter Spinning erzählt von gemeinsamen Erinnerungen,1970,DRA,Subject not identified,The source metadata is too sparse to identify the subject reliably; this record needs manual review.,Family / intimate life,Family / intimate life,memory/testimony,original radio play,"Originalhörspiel, Kinderhörspiel"
https://hoerspiele.dra.de/detailansicht/5015000,Achim Freyer trifft Don Giovanni am Checkpoint Charlie,2022,DRA,Alvin Curran,This record is a radio portrait of Alvin Curran. The metadata identifies the subject as a composer.,Ordinary / private person,Ordinary / private person,portrait,sound art,Ars acustica
https://hoerspiele.dra.de/detailansicht/5014677,Spiegeljahre (1. Teil),2022,DRA,Felix Huby,This record adapts autobiographical material by or about Felix Huby.,Ordinary / private person,Ordinary / private person,biography; autobiography,adaptation,"Hörspielbearbeitung, Mundarthörspiel"
https://hoerspiele.dra.de/detailansicht/5014678,Spiegeljahre (2. Teil),2022,DRA,Felix Huby,This record adapts autobiographical material by or about Felix Huby.,Ordinary / private person,Ordinary / private person,biography; autobiography,adaptation,"Hörspielbearbeitung, Mundarthörspiel"
https://hoerspiele.dra.de/detailansicht/5014997,Anne Lister - Eine erotische Biografie (Einteilige Fassung),2022,DRA,Angela Steidele,"This record is based on letters, diaries, writings, or other self-records connected to Angela Steidele.",Ordinary / private person,Ordinary / private person,biography; diary/letters,adaptation,Hörspielbearbeitung
https://hoerspiele.dra.de/detailansicht/5014999,Die Polizey,2022,DRA,the police as an institution,"The source lists this as a radio portrait or adaptation, but the named subject is not clear from the available metadata.",Collective / community; Fictional / symbolic / place subject,Collective / community; Fictional / symbolic / place subject,portrait,adaptation,Hörspielbearbeitung
https://hoerspiele.dra.de/detailansicht/5016738,Timothy Truckle ermittelt (3. Folge: Spiel auf Leben und Tod),2022,DRA,Gert Prokop,This record is a radio portrait of Gert Prokop.,Ordinary / private person,Ordinary / private person,portrait,adaptation,"Hörspielbearbeitung, Kriminalhörspiel, Science Fiction-Hörspiel"
https://hoerspiele.dra.de/detailansicht/5017839,"Ein Käfer, der Erinnerungen frisst",2022,DRA,Subject not identified,The source metadata is too sparse to identify the subject reliably; this record needs manual review.,Ordinary / private person,Ordinary / private person,memory/testimony,original radio play,"Originalhörspiel, Science Fiction-Hörspiel"
https://hoerspiele.dra.de/detailansicht/5018259,Sweet Paris reloaded,2021,DRA,Wolf Pehlke,"This record is based on letters, diaries, writings, or other self-records connected to Wolf Pehlke; Alfred ""23"" Harth; Peter Fey.",Artist / visual artist,Artist / visual artist,biography; autobiography; diary/letters,sound art,Ars acustica
https://hoerspiele.dra.de/detailansicht/5018550,"Herr Achternbusch, wie heißen Sie?",2023,DRA,Andreas Ammer; Herbert Achternbusch,This record adapts autobiographical material by or about Andreas Ammer; Herbert Achternbusch.,Ordinary / private person,Ordinary / private person,biography; autobiography,original radio play,"Originalhörspiel, Collage"
https://hoerspiele.dra.de/detailansicht/5018659,I Am Glad You Asked Me This Question (1. Teil),2022,DRA,Bonaventure Soh Bejeng Ndikung,This record is a radio portrait of Bonaventure Soh Bejeng Ndikung.,Ordinary / private person,Ordinary / private person,portrait,portrait,"Ars acustica, Porträt"
https://hoerspiele.dra.de/detailansicht/5018665,I Am Glad You Asked Me This Question (2. Teil),2022,DRA,Kamila Metwaly; Benjamin Patterson,This record is a radio portrait of Kamila Metwaly; Benjamin Patterson. The metadata identifies the subject as a scholar or intellectual.,Ordinary / private person,Ordinary / private person,portrait,portrait,"Ars acustica, Porträt"
https://hoerspiele.dra.de/detailansicht/5020637,Childhood Stories Moskau,2023,DRA,Subject not identified,The source metadata is too sparse to identify the subject reliably; this record needs manual review.,Ordinary / private person,Ordinary / private person,memory/testimony,original radio play,Originalhörspiel
https://hoerspiele.dra.de/detailansicht/5026018,Schalter Licht Zimmer,2023,DRA,Subject not identified,The source metadata is too sparse to identify the subject reliably; this record needs manual review.,Ordinary / private person,Ordinary / private person,memory/testimony,sound art,Ars acustica
https://hoerspiele.dra.de/detailansicht/5026040,Genka haut ab (1. Teil),1970,DRA,Nikolai Petscherski,"This record is based on letters, diaries, writings, or other self-records connected to Nikolai Petscherski.",Family / intimate life; Documentary / self-record subject,Family / intimate life | Documentary / self-record subject,diary/letters,adaptation,"Hörspielbearbeitung, Kinderhörspiel"
https://hoerspiele.dra.de/detailansicht/5026041,Genka haut ab (2. Teil),1970,DRA,Nikolai Petscherski,"This record is based on letters, diaries, writings, or other self-records connected to Nikolai Petscherski.",Family / intimate life; Documentary / self-record subject,Family / intimate life | Documentary / self-record subject,diary/letters,adaptation,"Hörspielbearbeitung, Kinderhörspiel"
https://hoerspiele.dra.de/detailansicht/5026302,Dear alter Ego,2023,DRA,Ulrike Haage; Maya Deren,"This record is based on letters, diaries, writings, or other self-records connected to Ulrike Haage; Maya Deren. The metadata identifies the subject as a writer.",Documentary / self-record subject,Documentary / self-record subject,portrait; diary/letters,portrait,"Originalhörspiel, Porträt"
https://hoerspiele.dra.de/detailansicht/5026565,EM-Suite op. 42,2023,DRA,Daniel Hensel,This record is a radio portrait of Daniel Hensel. The metadata identifies the subject as a composer.,Ordinary / private person,Ordinary / private person,portrait,sound art,Ars acustica
https://hoerspiele.dra.de/detailansicht/5026069,Taschi de le,1971,DRA,Dschingme,The source metadata is too sparse to identify the subject reliably; this record needs manual review.,Witness / victim / displaced life; Family / intimate life,Witness / victim / displaced life; Family / intimate life,memory/testimony,original radio play,"Originalhörspiel, Kinderhörspiel"
https://hoerspiele.dra.de/detailansicht/5029345,Das Geheimnis der gelben Tapete,2019,DRA,Andrea Schomburg,"This record is based on letters, diaries, writings, or other self-records connected to Andrea Schomburg.",Documentary / self-record subject,Documentary / self-record subject,diary/letters,adaptation,"Szenische Lesung, Hörspielbearbeitung"
https://hoerspiele.dra.de/detailansicht/5029471,Flashback Crash (November-Reminiszenzen),2024,DRA,Andreas Wagner,The source metadata is too sparse to identify the subject reliably; this record needs manual review.,Musician / composer,Musician / composer,memory/testimony,sound art,Ars acustica
