source_url,title,source,short_description,extraction_method,english_description
https://hoerspiele.dra.de/detailansicht/1538732,Der Berater,DRA,"begleitet Michail Gorbatschow und dessen Familie in den Urlaub auf die Halbinsel Krim. Während der Präsident zuversichtlich in die Zukunft blickt, ahnt C. Kurz vor der Rückreise nach Moskau will eine Abordnung von Putschisten den Präsidenten zum Rücktritt zwingen.",html:dra,"Accompanies Mikhail Gorbachev and his family on vacation to the Crimean peninsula. While the president looks confidently into the future, C. suspects that shortly before the return trip to Moscow, a delegation of putschists wants to force the president to resign."
https://hoerspiele.dra.de/detailansicht/1538779,Buntschatten und Fledermäuse,DRA,"Als Axel zwei Jahre alt war, zog sich die Welt vor ihm zurück. Die Menschen um ihn herum hatten plötzlich verschleierte Gesichter. Er hörte ihre Worte, verstand aber den Sinn nicht - und schon gar nicht die emotionalen Zwischentöne.",html:dra,"When Axel was two years old, the world retreated from him. The people around him suddenly had hooded faces. He heard her words, but didn't understand the meaning - and certainly not the emotional nuances."
https://hoerspiele.dra.de/detailansicht/1538910,Hörspielraum: Das fünfte Element,DRA,"Mit ihren ""Hörspielraum""-Projekten begleitet Sylvia Rauer seit Jahren immer wieder besondere Hörspielproduktionen. Diesmal folgt sie Susanne Amatosero in eine geräuschmusikalische Zwischenwelt, die den Bogen zwischen Banalität und Zauber des Alltags schlägt.",html:dra,"With her “radio work Space” projects, Sylvia Rauer has been accompanying special radio work productions for years. This time she follows Susanne Amatosero into a sound-music intermediate world that bridges the gap between banality and the magic of everyday life."
https://hoerspiele.dra.de/detailansicht/1539203,Alexander Kluge,DRA,"Mit dem Ich geht er knausrig um – Alexander Kluge, geboren 1932 in Halberstadt. Träger fast aller wichtigen Film- und Literaturpreise. Sein Ich tritt meist hinter oder neben die Kamera, wendet sich einem Thema oder einem Gast zu, stellt Fragen.",html:dra,"He is stingy with his ego – Alexander Kluge, born in 1932 in Halberstadt. Winner of almost all important film and literary awards. His self usually steps behind or next to the camera, turns to a topic or a guest, and asks questions."
https://hoerspiele.dra.de/detailansicht/1539804,Tolstois Befreiung,DRA,"Ivan Bunin (1870-1953), der 1933 als erster Russe den Literaturnobelpreis erhielt, verehrte Leo Tolstoi und nannte ihn seinen ""Gott"". 1937 publizierte er im Pariser Exil eine streitbare, sehr persönliche Hommage an den großen Schriftsteller: ""Tolstois Befreiung"".",html:dra,"Ivan Bunin (1870-1953), who was the first Russian to win the Nobel Prize in Literature in 1933, worshiped Leo Tolstoy and called him his ""god."" In 1937, while in exile in Paris, he published a controversial, very personal homage to the great writer: ""Tolstoy's Liberation.""."
https://hoerspiele.dra.de/detailansicht/1540517,Ich muss auf einen Sprung weg,DRA,"Walter Spies (1895-1942), Maler und Musiker, ein universalinteressierter, früher ""Aussteiger"". Er hält sich in Künstlerkreisen in Dresden und Berlin auf, ist u.a. mit Oskar Kokoschka, mit Hans Jürgen von Wense befreundet, lebt mit dem Filmregisseur Friedrich W.",html:dra,"Walter Spies (1895-1942), painter and musician, a universally interested, early ""dropout"". He stays in artistic circles in Dresden and Berlin, is friends with, among others, Oskar Kokoschka and Hans Jürgen von Wense, and lives with the film director Friedrich W."
https://hoerspiele.dra.de/detailansicht/1546930,Tristram Shandy,DRA,"Entgegen der Ankündigung des Titels, der eine fiktive Autobiographie erwarten läßt, erfährt der Leser nur wenig über das Leben des Titelhelden und Ich-Erzählers Tristram.",html:dra,"Contrary to the title's announcement, which suggests a fictional autobiography, the reader learns little about the life of the title hero and first-person narrator Tristram."
https://hoerspiele.dra.de/detailansicht/1543429,Herr Molander schreibt seine Memoiren (5. Teil: Die hellblauen Briefe),DRA,Herr Molander schreibt seine Memoiren (5. Teil: Die hellblauen Briefe),html:dra:row:title,Mr. Molander writes his memoirs (Part 5: The Light Blue Letters).
https://hoerspiele.dra.de/detailansicht/1548677,Wind und englisches Eichenholz,DRA,Gespräche und Erinnerungen in Dover,html:dra,Conversations and memories in Dover.
https://hoerspiele.dra.de/detailansicht/1547800,Erinnerungen,DRA,"Eine Kleinstadt irgendwo in Deutschland. Das Glockenspiel im Kirchturm hatte einst einen herrlichen Klang. Jetzt ist es verstümmelt, denn im Kriege ist ein Ton beschädigt worden und ausgefallen.",html:dra,A small town somewhere in Germany. The chimes in the church tower once had a wonderful sound. Now it is mutilated because a note was damaged during the war and fell out.
https://hoerspiele.dra.de/detailansicht/1543471,Es war einmal,DRA,Biographie einer Straße,html:dra,Biography of a street.
https://hoerspiele.dra.de/detailansicht/1549227,Der Landstörzerin Courasche abenteurlich Leben,DRA,"Auch der ""Trutz Simplex"" ist eine fiktive Autobiographie satirisch-simplicianischen Charakters, die sich im wesentlichen ebenfalls wie der ""Simplicissimus"" vor der Kulisse des nach Geschichtsquellen skizzierten Dreißigjährigen Krieges abspielt.",html:dra,"The ""Trutz Simplex"" is also a fictional autobiography of a satirical-simplician character, which, like the ""Simplicissimus"", essentially takes place against the backdrop of the Thirty Years' War, sketched according to historical sources."
https://hoerspiele.dra.de/detailansicht/1551082,Herzog zu vermieten,DRA,"Herzog Archibald von Tipperary, ein abgedankter Thronfolger, und Herzogin Elsa, leben im Ausland, haben kein Geld und halten unter Entbehrungen ihren Namen hoch.",html:dra,"Duke Archibald of Tipperary, an abdicated heir to the throne, and Duchess Elsa live abroad, have no money and are fighting hard to keep their names high."
https://hoerspiele.dra.de/detailansicht/1552123,Rutkas Tagebuch,DRA,"weil man trotz all dieser Grausamkeiten leben will und den nächsten Tag erwartet"" (Rutka Laskier, Tagebucheintrag vom 20. Februar 1943). Im Jahr 2006 wurde in einem kleinen polnischen Verlag das Tagebuch des 13-jährigen jüdischen Mädchens Rutka Laskier (1929-1943) aus Bedzin veröffentlicht.",html:dra,"Because despite all these cruelties one wants to live and awaits the next day"" (Rutka Laskier, diary entry from February 20, 1943). In 2006, the diary of the 13-year-old Jewish girl Rutka Laskier (1929-1943) from Bedzin was published by a small Polish publisher."
https://hoerspiele.dra.de/detailansicht/1553559,Briefe an C.,DRA,"Im Sommer diesen Jahres wurde den Leipziger Hörspielfreunden von einer Handvoll Enthusiasten eine Novität geboten - Hörspiele unter freiem Himmel: 14 Tage lang. Ein Marathon mit mehreren Stücken am Abend, Themenschwerpunkten und einem Kinderprogramm.",html:dra,"In the summer of this year, a handful of enthusiasts offered Leipzig radio work fans a novelty - radio works in the open air: for 14 days. A marathon with several pieces in the evening, main themes and a children's program."
https://hoerspiele.dra.de/detailansicht/2543547,"Comeback - Porträt einer Frau, die singt",DRA,"""Mona Lehner hatte nach einer Karriere als Schauspielerin mit Chansons Erfolg gehabt. Nach einem Autounfall hatte sie sich zurückgezogen, und zehn Jahre lang war es still um sie gewesen.",html:dra,"""Mona Lehner had enjoyed success with chansons after a career as an actress. After a car accident, she withdrew and was quiet for ten years."
https://hoerspiele.dra.de/detailansicht/2903924,Porträt eines Nachmittags,DRA,"Mit dem ""Porträt eines Nachmittags"" verstößt Dieter Forte bewußt gegen die herkömmliche Hörspieldramaturgie: Die Hauptfigur des Spiels bleibt stumm. Offenbar handelt es sich um einen Mann, der sich die Stunden bis zur Abfahrt seines Zuges mit einem Stadtbummel vertreibt.",html:dra,"With ""Portrait of an Afternoon"" Dieter Forte consciously goes against conventional radio work dramaturgy: the main character of the play remains silent. Apparently this is a man who whiles away the hours until his train leaves by strolling through town."
https://hoerspiele.dra.de/detailansicht/2984068,Kommissar Freytag (2. Folge: Briefe aus Sydney),DRA,"Der junge Schauspieler Günter Westphal glaubt an ein Mißverständnis, als er das Haus nicht findet, in dem ihm ein möbliertes Zimmer angeboten worden war. Auch bringt er einen Überfall nicht in Zusammenhang mit seltsamen Vorfällen, die ihm an seinem neuen Wohnort widerfahren.",html:dra,The young actor Günter Westphal believes there is a misunderstanding when he cannot find the house in which he was offered a furnished room. He also doesn't connect an attack with strange incidents that happen to him in his new place of residence.
https://hoerspiele.dra.de/detailansicht/3084543,Blitzlichter (Fassung von 2012),DRA,"Ilse Aichinger erzählt auf eigenwillige Art und Weise ihr Leben. Knapp, existenziell - eine ganz andere Autobiographie, die sich im Wesentlichen über Kinobesuche definiert.",html:dra,"Ilse Aichinger tells her life in an idiosyncratic way. Brief, existential - a completely different autobiography that is essentially defined by going to the cinema."
https://hoerspiele.dra.de/detailansicht/3104209,Hörspielraum: Erzähl von Ruanda,DRA,"Mit ihren 'HörspielRaum'-Projekten begleitet Sylvia Rauer seit Jahren besondere Hörspielproduktionen von Deutschlandradio Kultur. Diesmal beleuchtet sie, wie aus einem brisanten franco-afrikanischen Theaterhappening, der explosiven One-Man-Show des Ruanders Diogène Ntarindwa, ein Hörspiel für ein deutsches Publikum wird.",html:dra,"With her 'radio workSpace' projects, Sylvia Rauer has been accompanying special radio work productions by Deutschlandradio Kultur for years. This time she looks at how an explosive Franco-African theater happening, the explosive one-man show by the Rwandan Diogène Ntarindwa, becomes a radio work for a German audience."
https://hoerspiele.dra.de/detailansicht/3144432,Eine Welt mit Hindernissen. Die Klänge des Instituts für Feinmotorik,DRA,"Das Künstlerkollektiv ""Institut fuer Feinmotorik"" wurde durch seine Musik mit Plattenspielern bekannt. Auf diesen drehen sich allerdings keine Schallplatten – das Gerät selbst wird zum Instrument.",html:dra,"The artist collective “Institut für Feinmotorik” became known for its music with record players. However, no records spin on these - the device itself becomes an instrument."
https://hoerspiele.dra.de/detailansicht/3224373,Indianerland (1. Teil),DRA,"Im Jahre 1803 bietet sich dem Präsidenten der Vereinigten Staaten von Amerika, Thomas Jefferson, die Gelegenheit, das im Westen angrenzende Louisiana von Frankreich zu kaufen.",html:dra,"In 1803, the President of the United States of America, Thomas Jefferson, had the opportunity to purchase Louisiana, which bordered the west, from France."
https://hoerspiele.dra.de/detailansicht/3224376,Indianerland (2. Teil),DRA,"Im Jahre 1803 bietet sich dem Präsidenten der Vereinigten Staaten von Amerika, Thomas Jefferson, die Gelegenheit, das im Westen angrenzende Louisiana von Frankreich zu kaufen.",html:dra,"In 1803, the President of the United States of America, Thomas Jefferson, had the opportunity to purchase Louisiana, which bordered the west, from France."
https://hoerspiele.dra.de/detailansicht/3304676,"Ideen, in Tinte getaucht",DRA,"Weitere Informationen Jules Renard, 1864 in Châlons-du-Maine (Mayonne) geboren, wurde nur 46 Jahre alt. Renard war neben seiner Tätigkeit als Schriftsteller auch Bürgermeister des kleinen Ortes Chitry-les-Mines im Département Nièvre.",html:dra,"Jules Renard, born in Châlons-du-Maine (Mayonne) in 1864, was only 46 years old. In addition to his work as a writer, Renard was also mayor of the small town of Chitry-les-Mines in the Nièvre department."
https://hoerspiele.dra.de/detailansicht/3244305,Vom Betrügen und Betrogen werden (4. Teil: Das Tagebuch der Redegonda),DRA,"Ehebruch, großes Leid, Entsagung, Reue, heimliche Racheschwüre, Duelle im Morgengrauen – Arthur Schnitzler hat seinen Zeitgenossen tief in die Seele geschaut. Da ist ein junger Mann, erschüttert von Tod der einstigen Geliebten – dabei hatte er selbst ihr doch die Tür gewiesen.",html:dra,"Adultery, great suffering, renunciation, remorse, secret vows of revenge, duels at dawn - Arthur Schnitzler looked deep into the souls of his contemporaries. There is a young man, shaken by the death of his former lover - even though he himself had shown her the door."
https://hoerspiele.dra.de/detailansicht/3485123,Boojum,DRA,"Ein Musiker blickt zurück auf sein Leben. Ungewöhnlicher ist die posthume Perspektive auf das eigene Spätwerk. ""Boojum"" - die SciFi-Memoiren des britischen Experimentalmusikers Ergo Phizmiz.",html:dra,"A musician looks back on his life. What is more unusual is the posthumous perspective on his own late work. ""Boojum"" - the sci-fi memoir by British experimental musician Ergo Phizmiz."
https://hoerspiele.dra.de/detailansicht/3585170,Hansen,DRA,"Hansen - ""im Krieg gezeugt und im Frieden geboren"" - erzählt von den letzten Kriegsjahren und der ""Stunde Null"", von seinen Anfängen in der Welt, die er später als Reporter bereist - im Gepäck die Erinnerungen an die frühen Jahre.",html:dra,"Hansen - ""conceived in war and born in peace"" - talks about the last years of the war and the ""zero hour"", about his beginnings in the world that he later travels as a reporter - with memories of his early years in his luggage."
https://hoerspiele.dra.de/detailansicht/3585248,Orlando (3. Teil),DRA,"„Ich will die Biographie über Nacht revolutionieren!“ notierte sich Virginia Woolf spät im Jahr 1927 euphorisch ins Tagebuch und der Funke war gezündet. Begeistert stürzte sie sich in das „Projekt Orlando“, das zum „Rückgrat ihres Herbstes“ wurde, ein Buch, das sie leichthändig „vor dem Abendessen schreiben“ konnte.",html:dra,"“I want to revolutionize biography overnight!” Virginia Woolf wrote a euphoric note in her diary late in 1927 and the spark was ignited. She enthusiastically threw herself into “Project Orlando,” which became the “backbone of her fall,” a book she could easily “write before dinner.”."
https://hoerspiele.dra.de/detailansicht/3585242,Orlando (1. Teil),DRA,"""Ich will die Biographie über Nacht revolutionieren!"" notierte sich Virginia Woolf spät im Jahr 1927 euphorisch ins Tagebuch und der Funke war gezündet. Begeistert stürzte sie sich in das ""Projekt Orlando"", das zum ""Rückgrad ihres Herbstes"" wurde, ein Buch, das sie leichthändig ""vor dem Abendessen schreiben"" konnte.",html:dra,"""I want to revolutionize biography overnight!"" Virginia Woolf wrote a euphoric note in her diary late in 1927 and the spark was ignited. She enthusiastically threw herself into “Project Orlando,” which became the “backbone of her fall,” a book that she could easily “write before dinner.”."
https://hoerspiele.dra.de/detailansicht/3585247,Orlando (2. Teil),DRA,"„Ich will die Biographie über Nacht revolutionieren!“ notierte sich Virginia Woolf spät im Jahr 1927 euphorisch ins Tagebuch und der Funke war gezündet. Begeistert stürzte sie sich in das „Projekt Orlando“, das zum „Rückgrat ihres Herbstes“ wurde, ein Buch, das sie leichthändig „vor dem Abendessen schreiben“ konnte.",html:dra,"“I want to revolutionize biography overnight!” Virginia Woolf wrote a euphoric note in her diary late in 1927 and the spark was ignited. She enthusiastically threw herself into “Project Orlando,” which became the “backbone of her fall,” a book she could easily “write before dinner.”."
https://hoerspiele.dra.de/detailansicht/3585252,Orlando (4. Teil),DRA,"„Ich will die Biographie über Nacht revolutionieren!“ notierte sich Virginia Woolf spät im Jahr 1927 euphorisch ins Tagebuch und der Funke war gezündet. Begeistert stürzte sie sich in das „Projekt Orlando“, das zum „Rückgrat ihres Herbstes“ wurde, ein Buch, das sie leichthändig „vor dem Abendessen schreiben“ konnte.",html:dra,"“I want to revolutionize biography overnight!” Virginia Woolf wrote a euphoric note in her diary late in 1927 and the spark was ignited. She enthusiastically threw herself into “Project Orlando,” which became the “backbone of her fall,” a book she could easily “write before dinner.”."
https://hoerspiele.dra.de/detailansicht/3585254,Orlando (5. Teil),DRA,"„Ich will die Biographie über Nacht revolutionieren!“ notierte sich Virginia Woolf spät im Jahr 1927 euphorisch ins Tagebuch und der Funke war gezündet. Begeistert stürzte sie sich in das „Projekt Orlando“, das zum „Rückgrat ihres Herbstes“ wurde, ein Buch, das sie leichthändig „vor dem Abendessen schreiben“ konnte.",html:dra,"“I want to revolutionize biography overnight!” Virginia Woolf wrote a euphoric note in her diary late in 1927 and the spark was ignited. She enthusiastically threw herself into “Project Orlando,” which became the “backbone of her fall,” a book she could easily “write before dinner.”."
https://hoerspiele.dra.de/detailansicht/3585258,Orlando (6. Teil),DRA,"„Ich will die Biographie über Nacht revolutionieren!“ notierte sich Virginia Woolf spät im Jahr 1927 euphorisch ins Tagebuch und der Funke war gezündet. Begeistert stürzte sie sich in das „Projekt Orlando“, das zum „Rückgrat ihres Herbstes“ wurde, ein Buch, das sie leichthändig „vor dem Abendessen schreiben“ konnte.",html:dra,"“I want to revolutionize biography overnight!” Virginia Woolf wrote a euphoric note in her diary late in 1927 and the spark was ignited. She enthusiastically threw herself into “Project Orlando,” which became the “backbone of her fall,” a book she could easily “write before dinner.”."
https://hoerspiele.dra.de/detailansicht/3965199,Hörspielraum: Erinnerungen an einen Dämon,DRA,Hörspielraum: Erinnerungen an einen Dämon,html:dra:row:title,Listening scope: Memories of a Demon.
https://hoerspiele.dra.de/detailansicht/3965194,Hörspielraum: Einmal Chile - und zurück?,DRA,"Seit 1997 begleitet Sylvia Rauer mit ihren ""Hörspielräumen"" den Entstehungsprozess herausragender Hörspielproduktionen von Deutschlandradio Kultur. Diesmal folgt sie dem Stück einer jungen Autorin mit hispanisch-deutschen Wurzeln auf dem Weg zum Hörspiel.",html:dra,"Since 1997, Sylvia Rauer and her “radio work rooms” have accompanied the creation process of outstanding radio work productions by Deutschlandradio Kultur. This time she follows the play by a young author with Hispanic-German roots on its way to becoming a radio work."
https://hoerspiele.dra.de/detailansicht/4025255,Memory (Folge: Erzwungenes Landleben – Erinnerungen an den Reichsarbeitsdienst),DRA,"Die Zeitzeugin berichtet von ihren Erfahrungen im Reichsarbeitsdienst. Von ungewohnter Kasernierung und frühem Aufstehen, von sexueller Belästigung und der Arbeit auf dem Land.",html:dra,"The contemporary witness reports on her experiences in the Reich Labor Service. About unusual barracks and getting up early, about sexual harassment and working in the countryside."
https://hoerspiele.dra.de/detailansicht/4025257,Memory (Folge: Die Russen kommen! – Erinnerungen an das Kriegsende 1945),DRA,Die Zeitzeugen berichten vom Einmarsch der Russen in verschiedenen deutschen Regionen im Jahr 1945 und den damit verbundenen Vergewaltigungen deutscher Frauen.,html:dra,The contemporary witnesses report on the Russian invasion of various German regions in 1945 and the associated rapes of German women.
https://hoerspiele.dra.de/detailansicht/4085595,"""Sehr, sehr unviktorianisch""",DRA,"Bereits mit ihrem ersten Roman ""Die Fahrt hinaus"" (The Voyage Out, 1915) setzte sich Virginia Woolf über die literarischen Konventionen ihrer Zeit hinweg und veranlasste ihren Freund, den Schriftsteller Lytton Strachey, zu dem Ausruf: ""Oh, es ist sehr, sehr unviktorianisch!"" Das könnte als Motto über dem Leben von Virginia Woolf stehen, aber nur als eines…",html:dra,"With her first novel, The Voyage Out (1915), Virginia Woolf defied the literary conventions of her time, prompting her friend, the writer Lytton Strachey, to exclaim: ""Oh, it's very, very un-Victorian!"" This could be the motto of Virginia Woolf's life, but only one..."
https://hoerspiele.dra.de/detailansicht/4105441,Abschied von den Eltern (3. Teil),DRA,Der Tod der Eltern wird für den Erzähler in Peter Weiss' autobiografischer Prosa Auslöser zur Auseinandersetzung mit dem eigenen Ich.,html:dra,The death of his parents becomes the trigger for the narrator in Peter Weiss' autobiographical prose to come to terms with his own self.
https://hoerspiele.dra.de/detailansicht/4105439,Abschied von den Eltern (2. Teil),DRA,Der Tod der Eltern wird für den Erzähler in Peter Weiss' autobiografischer Prosa Auslöser zur Auseinandersetzung mit dem eigenen Ich.,html:dra,The death of his parents becomes the trigger for the narrator in Peter Weiss' autobiographical prose to come to terms with his own self.
https://hoerspiele.dra.de/detailansicht/4166115,Lilith Parker: Insel der Schatten (1. Teil),DRA,"Aber ist der Inselspuk wirklich nur eine Erfindung geschäftstüchtiger Inselbewohner? Einmal wird Lilith von einer Krähe verfolgt und angegriffen, dann hört sie seltsame Geräusche.",html:dra,"But is the island haunting really just an invention of enterprising islanders? At one point, Lilith is chased and attacked by a crow, then she hears strange noises."
https://hoerspiele.dra.de/detailansicht/4166137,Lilith Parker: Insel der Schatten (2. Teil),DRA,"Die zwölfjährige Lilith Parker wundert sich. Irgendetwas stimmt nicht auf der Insel Bonesdale, wo ihr Vater sie einige Monate lang untergebracht hat. Dabei kennt Lilith ihre dort lebende Tante kaum.",html:dra,"Twelve-year-old Lilith Parker is amazed. Something is wrong on Bonesdale Island, where her father has housed her for several months. Lilith hardly knows her aunt who lives there."
https://hoerspiele.dra.de/detailansicht/4205223,Ulrich Gerhardt - Ein Porträt,DRA,"Als Hörspielregisseur inszeniert Ulrich Gerhardt mit größtmöglicher Hingabe und ganz akribisch unterschiedliche Texte für aufmerksame Ohren. Er liebt die ""Grenzenlosigkeit"" des Studios, aber genauso begeistert sucht er sein Material in der Welt und baut Zufallsfunde nutzbringend aus.",html:dra,"As a radio work director, Ulrich Gerhardt stages different texts with the greatest possible dedication and meticulously for attentive ears. He loves the ""limitlessness"" of the studio, but he is just as enthusiastic about searching for his material in the world and exploiting chance finds."
https://hoerspiele.dra.de/detailansicht/4205721,Nýey,DRA,"1963 entstand die vulkanische Insel Surtsey vor der Küste von Island. Nur eine kleine Gruppe von Wissenschaftlern darf das ""Neuland"" betreten. Südwestlich von Island ragt sie aus dem Wasser.",html:dra,"In 1963, the volcanic island of Surtsey was formed off the coast of Iceland. Only a small group of scientists are allowed to enter the ""uncharted territory"". It rises out of the water southwest of Iceland."
https://hoerspiele.dra.de/detailansicht/4305864,Als Mariner im Krieg,DRA,Joachim Ringelnatz (1883-1934) hatte bereits vier Jahre seines Lebens als Seemann die Welt bereist und 1905 eigentlich die Seefahrt an den Nagel gehängt. Im Ersten Weltkrieg wurde er zum Kriegsdienst bei der Marine eingezogen.,html:dra,Joachim Ringelnatz (1883-1934) had already spent four years of his life traveling the world as a sailor and had actually given up seafaring in 1905. During the First World War he was drafted into the navy for military service.
https://hoerspiele.dra.de/detailansicht/4325436,Borke-Beckett-Boom,DRA,"Borke trifft auf Beckett und es macht Boom: eine abstrakte literarische Idee von Samuel Beckett kommt in der Wirklichkeit an, Kunst trifft auf Leben, geschriebene Texte treffen auf spontan improvisierte Reime und Verse.",html:dra,"Borke meets Beckett and things go boom: an abstract literary idea from Samuel Beckett comes into reality, art meets life, written texts meet spontaneously improvised rhymes and verses."
https://hoerspiele.dra.de/detailansicht/4345542,Pontormos Sintflut,DRA,"Seit 1546 malt der Manierist Pontormo hinter einem Verschlag als Pendant zu den Sixtinischen Fresken Michelangelos an einem monumentalen ""Jüngsten Gericht"" für die Medici-Kirche San Lorenzo in Florenz.",html:dra,"Since 1546, the mannerist Pontormo has been painting behind a shed as a counterpart to Michelangelo's Sistine frescoes on a monumental ""Last Judgment"" for the Medici Church of San Lorenzo in Florence."
https://hoerspiele.dra.de/detailansicht/4746279,Die Geschichte meines Lebens - Die Tagebücher Ferdinand Benekes (1. Teil: Die Jahre 1792 bis Anfang 1794),DRA,"1774 war das Geburtsjahr des Bremer Kaufmannssohns Ferdinand Beneke. In Halle und Göttingen studierte er Jura. Um dem kleingeistigen Preußen zu entgehen, ließ er sich in Hamburg nieder, angezogenen von dem gesellschaftlichen Klima der freien hanseatischen Stadtrepublik.",html:dra,"1774 was the birth year of the Bremen merchant's son Ferdinand Beneke. He studied law in Halle and Göttingen. In order to escape the small-minded Prussia, he settled in Hamburg, attracted by the social climate of the free Hanseatic city republic."
https://hoerspiele.dra.de/detailansicht/4765774,Die Gespräche des göttlichen Pietro Aretino (1. Teil),DRA,"Eine der sichersten Methoden, Unmut und Zorn auf sich zu ziehen, ist das Verfassen satirischer Schriften. Das hat der italienische Dichter Pietro Aretino, der 1492 in Perugia geboren und 1556 in Venedig begraben wurde, mehr als einmal am eigenen Leibe erfahren.",html:dra,"One of the surest ways to attract displeasure and anger is to write satirical writings. The Italian poet Pietro Aretino, who was born in Perugia in 1492 and buried in Venice in 1556, experienced this firsthand more than once."
https://hoerspiele.dra.de/detailansicht/4765782,Die Gespräche des göttlichen Pietro Aretino (2. Teil),DRA,"Eine der sichersten Methoden, Unmut und Zorn auf sich zu ziehen, ist das Verfassen satirischer Schriften. Das hat der italienische Dichter Pietro Aretino, der 1492 in Perugia geboren und 1556 in Venedig begraben wurde, mehr als einmal am eigenen Leibe erfahren.",html:dra,"One of the surest ways to attract displeasure and anger is to write satirical writings. The Italian poet Pietro Aretino, who was born in Perugia in 1492 and buried in Venice in 1556, experienced this firsthand more than once."
https://hoerspiele.dra.de/detailansicht/4806676,La vie en rose - Vom Leben und Überleben in Paris,DRA,"Er wollte eigentlich eine Unilaufbahn einschlagen. Jetzt arbeitet er in einem miesen ""Sauladen"" in der Vorstadt. Seit 20 Jahren lebt er in Paris, die Doktorarbeit ist immer noch nicht fertig, und mehr als 18 Quadratmeter Wohnfläche sind nicht drin.",html:dra,"He actually wanted to pursue a university career. Now he works in a lousy ""dirty shop"" in the suburbs. He has lived in Paris for 20 years, his doctoral thesis is still not finished and he doesn't have more than 18 square meters of living space."
https://hoerspiele.dra.de/detailansicht/4806713,Mit anderen Augen,DRA,Taub sein von den Menschen.‹ … und von der Radiokunst! (Helmut Oehring)2011 erschien die Autobiografie »Mit anderen Augen« des Komponisten Helmut Oehring.,html:dra,"To be deaf to people.’ … and to radio art! (Helmut Oehring) In 2011, the autobiography “With Other Eyes” by the composer Helmut Oehring was published."
https://hoerspiele.dra.de/detailansicht/4826032,"Leben und Ansichten von Tristram Shandy, Gentleman (1. Teil)",DRA,"Laurence Sternes Tristram Shandy ist ein einzigartiges Werk in der Literaturgeschichte: Erschienen zwischen den Jahren 1759 und 1767, experimentiert Sterne in diesem neunbändigen Roman selbstbewusst mit der Form.",html:dra,"Laurence Sterne's Tristram Shandy is a unique work in literary history: Published between 1759 and 1767, Sterne confidently experiments with form in this nine-volume novel."
https://hoerspiele.dra.de/detailansicht/4826043,"Leben und Ansichten von Tristram Shandy, Gentleman (2. Teil)",DRA,"Laurence Sternes Tristram Shandy ist ein einzigartiges Werk in der Literaturgeschichte: Erschienen zwischen den Jahren 1759 und 1767, experimentiert Sterne in diesem neunbändigen Roman selbstbewusst mit der Form.",html:dra,"Laurence Sterne's Tristram Shandy is a unique work in literary history: Published between 1759 and 1767, Sterne confidently experiments with form in this nine-volume novel."
https://hoerspiele.dra.de/detailansicht/4826048,"Leben und Ansichten von Tristram Shandy, Gentleman (5. Teil)",DRA,"Laurence Sternes Tristram Shandy ist ein einzigartiges Werk in der Literaturgeschichte: Erschienen zwischen den Jahren 1759 und 1767, experimentiert Sterne in diesem neunbändigen Roman selbstbewusst mit der Form.",html:dra,"Laurence Sterne's Tristram Shandy is a unique work in literary history: Published between 1759 and 1767, Sterne confidently experiments with form in this nine-volume novel."
https://hoerspiele.dra.de/detailansicht/4826045,"Leben und Ansichten von Tristram Shandy, Gentleman (3. Teil)",DRA,"Laurence Sternes Tristram Shandy ist ein einzigartiges Werk in der Literaturgeschichte: Erschienen zwischen den Jahren 1759 und 1767, experimentiert Sterne in diesem neunbändigen Roman selbstbewusst mit der Form.",html:dra,"Laurence Sterne's Tristram Shandy is a unique work in literary history: Published between 1759 and 1767, Sterne confidently experiments with form in this nine-volume novel."
https://hoerspiele.dra.de/detailansicht/4826046,"Leben und Ansichten von Tristram Shandy, Gentleman (4. Teil)",DRA,"Laurence Sternes Tristram Shandy ist ein einzigartiges Werk in der Literaturgeschichte: Erschienen zwischen den Jahren 1759 und 1767, experimentiert Sterne in diesem neunbändigen Roman selbstbewusst mit der Form.",html:dra,"Laurence Sterne's Tristram Shandy is a unique work in literary history: Published between 1759 and 1767, Sterne confidently experiments with form in this nine-volume novel."
https://hoerspiele.dra.de/detailansicht/4826050,"Leben und Ansichten von Tristram Shandy, Gentleman (7. Teil)",DRA,"Laurence Sternes Tristram Shandy ist ein einzigartiges Werk in der Literaturgeschichte: Erschienen zwischen den Jahren 1759 und 1767, experimentiert Sterne in diesem neunbändigen Roman selbstbewusst mit der Form.",html:dra,"Laurence Sterne's Tristram Shandy is a unique work in literary history: Published between 1759 and 1767, Sterne confidently experiments with form in this nine-volume novel."
https://hoerspiele.dra.de/detailansicht/4826049,"Leben und Ansichten von Tristram Shandy, Gentleman (6. Teil)",DRA,"Laurence Sternes Tristram Shandy ist ein einzigartiges Werk in der Literaturgeschichte: Erschienen zwischen den Jahren 1759 und 1767, experimentiert Sterne in diesem neunbändigen Roman selbstbewusst mit der Form.",html:dra,"Laurence Sterne's Tristram Shandy is a unique work in literary history: Published between 1759 and 1767, Sterne confidently experiments with form in this nine-volume novel."
