map_order,title,year,first_broadcast_date,source,broadcasting_station,cluster,form,genre,protagonist_verified,protagonist_role,author,director,url,description
312,Kommissar Freytag (2. Folge: Briefe aus Sydney),1967,18.05.1967,DRA,Bayerischer Rundfunk,Based on letters,adaptation,"Hörspielbearbeitung, Kriminalhörspiel",Günter Westphal,actor,Bruno Hampel,Walter Netzsch,https://hoerspiele.dra.de/detailansicht/2984068,The young actor Günter Westphal believes there is a misunderstanding when he cannot find the house in which he was offered a furnished room. He also doesn't connect an attack with strange incidents that happen to him in his new place of residence.
313,Blitzlichter (Fassung von 2012),2012,27.10.2012,DRA,Bayerischer Rundfunk,Autobiographical lives,adaptation,Hörspielbearbeitung,Ilse Aichinger,author; woman,Ilse Aichinger,Ulrich Lampen,https://hoerspiele.dra.de/detailansicht/3084543,"Ilse Aichinger tells her life in an idiosyncratic way. Brief, existential - a completely different autobiography that is essentially defined by going to the cinema."
314,Hörspielraum: Erzähl von Ruanda,2012,18.04.2012,DRA,Deutschlandradio Kultur (Deutschlandradio),Biography,feature / documentary,"Porträt, Feature, Originaltonfeature",Diogène Ntarindwa,actor,Sylvia Rauer,Sylvia Rauer,https://hoerspiele.dra.de/detailansicht/3104209,"With her 'radio workSpace' projects, Sylvia Rauer has been accompanying special radio work productions by Deutschlandradio Kultur for years. This time she looks at how an explosive Franco-African theater happening, the explosive one-man show by the Rwandan Diogène Ntarindwa, becomes a radio work for a German audience."
315,Eine Welt mit Hindernissen. Die Klänge des Instituts für Feinmotorik,2012,18.10.2012,DRA,Südwestrundfunk,Sound art,feature / documentary,"Feature, Porträt",Institut fuer Feinmotorik,artist collective; musician,Raphael Smarzoch,Raphael Smarzoch,https://hoerspiele.dra.de/detailansicht/3144432,"The artist collective “Institut für Feinmotorik” became known for its music with record players. However, no records spin on these - the device itself becomes an instrument."
316,Indianerland (1. Teil),2012,03.06.2012,DRA,Hessischer Rundfunk,Based on diaries,adaptation,Hörspielbearbeitung,Meriwether Lewis; William Clark,explorer,Meriwether Lewis; William Clark,Ulrich Gerhardt,https://hoerspiele.dra.de/detailansicht/3224373,"In 1803, the President of the United States of America, Thomas Jefferson, had the opportunity to purchase Louisiana, which bordered the west, from France."
317,Indianerland (2. Teil),2012,10.06.2012,DRA,Hessischer Rundfunk,Based on diaries,adaptation,Hörspielbearbeitung,Meriwether Lewis; William Clark,explorer,Meriwether Lewis; William Clark,Ulrich Gerhardt,https://hoerspiele.dra.de/detailansicht/3224376,"In 1803, the President of the United States of America, Thomas Jefferson, had the opportunity to purchase Louisiana, which bordered the west, from France."
318,"Ideen, in Tinte getaucht",2013,10.03.2013,DRA,Hessischer Rundfunk,Based on diaries,adaptation,Hörspielbearbeitung,Jules Renard,author; politician,Jules Renard,Ulrich Lampen,https://hoerspiele.dra.de/detailansicht/3304676,"Jules Renard, born in Châlons-du-Maine (Mayonne) in 1864, was only 46 years old. In addition to his work as a writer, Renard was also mayor of the small town of Chitry-les-Mines in the Nièvre department."
319,Vom Betrügen und Betrogen werden (4. Teil: Das Tagebuch der Redegonda),2012,18.05.2012,DRA,Rundfunk Berlin-Brandenburg,Based on diaries,adaptation,Hörspielbearbeitung,Redegonda,fictional character; woman,Arthur Schnitzler,Barbara Plensat,https://hoerspiele.dra.de/detailansicht/3244305,"Adultery, great suffering, renunciation, remorse, secret vows of revenge, duels at dawn - Arthur Schnitzler looked deep into the souls of his contemporaries. There is a young man, shaken by the death of his former lover - even though he himself had shown her the door."
320,Boojum,2013,25.01.2013,DRA,Westdeutscher Rundfunk,Sound art,sound art,Ars acustica,Ergo Phizmiz,author; musician,Ergo Phizmiz,,https://hoerspiele.dra.de/detailansicht/3485123,"A musician looks back on his life. What is more unusual is the posthumous perspective on his own late work. ""Boojum"" - the sci-fi memoir by British experimental musician Ergo Phizmiz."
321,Hansen,2013,10.09.2013,DRA,Westdeutscher Rundfunk,Biofiction,original radio play,Originalhörspiel,Martin L. Hansen,journalist; ordinary person,Heinz G. Schmidt,Thomas Werner,https://hoerspiele.dra.de/detailansicht/3585170,"Hansen - ""conceived in war and born in peace"" - talks about the last years of the war and the ""zero hour"", about his beginnings in the world that he later travels as a reporter - with memories of his early years in his luggage."
322,Orlando (3. Teil),2013,28.07.2013,DRA,Bayerischer Rundfunk,Biofiction,adaptation,Hörspielbearbeitung,Orlando,fictional character,Virginia Woolf,Katja Langenbach,https://hoerspiele.dra.de/detailansicht/3585248,"“I want to revolutionize biography overnight!” Virginia Woolf wrote a euphoric note in her diary late in 1927 and the spark was ignited. She enthusiastically threw herself into “Project Orlando,” which became the “backbone of her fall,” a book she could easily “write before dinner.”."
323,Orlando (1. Teil),2013,14.07.2013,DRA,Bayerischer Rundfunk,Biofiction,adaptation,Hörspielbearbeitung,Orlando,fictional character,Virginia Woolf,Katja Langenbach,https://hoerspiele.dra.de/detailansicht/3585242,"""I want to revolutionize biography overnight!"" Virginia Woolf wrote a euphoric note in her diary late in 1927 and the spark was ignited. She enthusiastically threw herself into “Project Orlando,” which became the “backbone of her fall,” a book that she could easily “write before dinner.”."
324,Orlando (2. Teil),2013,21.07.2013,DRA,Bayerischer Rundfunk,Biofiction,adaptation,Hörspielbearbeitung,Orlando,fictional character,Virginia Woolf,Katja Langenbach,https://hoerspiele.dra.de/detailansicht/3585247,"“I want to revolutionize biography overnight!” Virginia Woolf wrote a euphoric note in her diary late in 1927 and the spark was ignited. She enthusiastically threw herself into “Project Orlando,” which became the “backbone of her fall,” a book she could easily “write before dinner.”."
325,Orlando (4. Teil),2013,04.08.2013,DRA,Bayerischer Rundfunk,Biofiction,adaptation,Hörspielbearbeitung,Orlando,fictional character,Virginia Woolf,Katja Langenbach,https://hoerspiele.dra.de/detailansicht/3585252,"“I want to revolutionize biography overnight!” Virginia Woolf wrote a euphoric note in her diary late in 1927 and the spark was ignited. She enthusiastically threw herself into “Project Orlando,” which became the “backbone of her fall,” a book she could easily “write before dinner.”."
326,Orlando (5. Teil),2013,11.08.2013,DRA,Bayerischer Rundfunk,Biofiction,adaptation,Hörspielbearbeitung,Orlando,fictional character,Virginia Woolf,Katja Langenbach,https://hoerspiele.dra.de/detailansicht/3585254,"“I want to revolutionize biography overnight!” Virginia Woolf wrote a euphoric note in her diary late in 1927 and the spark was ignited. She enthusiastically threw herself into “Project Orlando,” which became the “backbone of her fall,” a book she could easily “write before dinner.”."
327,Orlando (6. Teil),2013,18.08.2013,DRA,Bayerischer Rundfunk,Biofiction,adaptation,Hörspielbearbeitung,Orlando,fictional character,Virginia Woolf,Katja Langenbach,https://hoerspiele.dra.de/detailansicht/3585258,"“I want to revolutionize biography overnight!” Virginia Woolf wrote a euphoric note in her diary late in 1927 and the spark was ignited. She enthusiastically threw herself into “Project Orlando,” which became the “backbone of her fall,” a book she could easily “write before dinner.”."
328,Hörspielraum: Erinnerungen an einen Dämon,1998,25.10.1998,DRA,Deutschlandradio,Biofiction,feature / documentary,"Porträt, Feature, Originaltonfeature",a demon,fictional character,Sylvia Rauer,,https://hoerspiele.dra.de/detailansicht/3965199,Listening scope: Memories of a Demon.
329,Hörspielraum: Einmal Chile - und zurück?,2013,04.09.2013,DRA,Deutschlandradio Kultur (Deutschlandradio),Biography,feature / documentary,"Porträt, Feature, Originaltonfeature",Sara M. Schüller and her Chilean grandmothers,author; woman; ordinary person,Sylvia Rauer,Sylvia Rauer,https://hoerspiele.dra.de/detailansicht/3965194,"Since 1997, Sylvia Rauer and her “radio work rooms” have accompanied the creation process of outstanding radio work productions by Deutschlandradio Kultur. This time she follows the play by a young author with Hispanic-German roots on its way to becoming a radio work."
330,Memory (Folge: Erzwungenes Landleben – Erinnerungen an den Reichsarbeitsdienst),2002,2002,DRA,text&ton,Biography,original radio play,"Originalhörspiel, Kurzhörspiel",female contemporary witness,ordinary person; woman,Inge Kurtz,Inge Kurtz,https://hoerspiele.dra.de/detailansicht/4025255,"The contemporary witness reports on her experiences in the Reich Labor Service. About unusual barracks and getting up early, about sexual harassment and working in the countryside."
331,Memory (Folge: Die Russen kommen! – Erinnerungen an das Kriegsende 1945),2002,2002,DRA,text&ton,Biography,original radio play,"Originalhörspiel, Kurzhörspiel",contemporary witnesses,ordinary person; woman,Inge Kurtz,Inge Kurtz,https://hoerspiele.dra.de/detailansicht/4025257,The contemporary witnesses report on the Russian invasion of various German regions in 1945 and the associated rapes of German women.
332,"""Sehr, sehr unviktorianisch""",2013,07.07.2013,DRA,Bayerischer Rundfunk,Biography,portrait,"Originalhörspiel, Porträt",Virginia Woolf,author; woman,Mira Alexandra Schnoor,Mira Alexandra Schnoor,https://hoerspiele.dra.de/detailansicht/4085595,"With her first novel, The Voyage Out (1915), Virginia Woolf defied the literary conventions of her time, prompting her friend, the writer Lytton Strachey, to exclaim: ""Oh, it's very, very un-Victorian!"" This could be the motto of Virginia Woolf's life, but only one..."
333,Abschied von den Eltern (3. Teil),2013,26.04.2013,DRA,Bayerischer Rundfunk,Autobiographical lives,portrait,"Hörspielbearbeitung, Porträt",Peter Weiss,author,Peter Weiss,Karl Bruckmaier,https://hoerspiele.dra.de/detailansicht/4105441,The death of his parents becomes the trigger for the narrator in Peter Weiss' autobiographical prose to come to terms with his own self.
334,Abschied von den Eltern (2. Teil),2013,19.04.2013,DRA,Bayerischer Rundfunk,Autobiographical lives,portrait,"Hörspielbearbeitung, Porträt",Peter Weiss,author,Peter Weiss,Karl Bruckmaier,https://hoerspiele.dra.de/detailansicht/4105439,The death of his parents becomes the trigger for the narrator in Peter Weiss' autobiographical prose to come to terms with his own self.
335,Lilith Parker: Insel der Schatten (1. Teil),2013,13.10.2013,DRA,Norddeutscher Rundfunk,Biofiction,adaptation,"Hörspielbearbeitung, Kinderhörspiel",Lilith Parker,fictional character; child; woman,Janine Wilk,Margit Kreß,https://hoerspiele.dra.de/detailansicht/4166115,"But is the island haunting really just an invention of enterprising islanders? At one point, Lilith is chased and attacked by a crow, then she hears strange noises."
336,Lilith Parker: Insel der Schatten (2. Teil),2013,20.10.2013,DRA,Norddeutscher Rundfunk,Biofiction,adaptation,"Hörspielbearbeitung, Kinderhörspiel",Lilith Parker,fictional character; child; woman,Janine Wilk,Margit Kreß,https://hoerspiele.dra.de/detailansicht/4166137,"Twelve-year-old Lilith Parker is amazed. Something is wrong on Bonesdale Island, where her father has housed her for several months. Lilith hardly knows her aunt who lives there."
337,Ulrich Gerhardt - Ein Porträt,2014,08.01.2014,DRA,Deutschlandradio Kultur (Deutschlandradio),Biography,portrait,Porträt,Ulrich Gerhardt,director,Julia Tieke,Julia Tieke,https://hoerspiele.dra.de/detailansicht/4205223,"As a radio work director, Ulrich Gerhardt stages different texts with the greatest possible dedication and meticulously for attentive ears. He loves the ""limitlessness"" of the studio, but he is just as enthusiastic about searching for his material in the world and exploiting chance finds."
338,Nýey,2014,18.04.2014,DRA,Deutschlandradio / GMVL / Phonurgia Nova / Surtsey Research Society,Sound art,sound art,Ars acustica,Surtsey (Nýey),place,Nicolas Perret; Silvia Ploner,,https://hoerspiele.dra.de/detailansicht/4205721,"In 1963, the volcanic island of Surtsey was formed off the coast of Iceland. Only a small group of scientists are allowed to enter the ""uncharted territory"". It rises out of the water southwest of Iceland."
339,Als Mariner im Krieg,2014,16.07.2014,DRA,Norddeutscher Rundfunk / Deutschlandradio Kultur (Deutschlandradio),Based on diaries,adaptation,Hörspielbearbeitung,Joachim Ringelnatz,author; sailor,Joachim Ringelnatz,Harald Krewer,https://hoerspiele.dra.de/detailansicht/4305864,Joachim Ringelnatz (1883-1934) had already spent four years of his life traveling the world as a sailor and had actually given up seafaring in 1905. During the First World War he was drafted into the navy for military service.
340,Borke-Beckett-Boom,2014,01.07.2014,DRA,Südwestrundfunk,Sound art,sound art,Ars acustica,Tobias Borke,artist; musician,Tobias Borke; Almut Schnerring; Sascha Verlan,Almut Schnerring; Sascha Verlan,https://hoerspiele.dra.de/detailansicht/4325436,"Borke meets Beckett and things go boom: an abstract literary idea from Samuel Beckett comes into reality, art meets life, written texts meet spontaneously improvised rhymes and verses."
341,Pontormos Sintflut,2014,07.09.2014,DRA,Deutschlandradio,Based on diaries,adaptation,Hörspielbearbeitung,Pontormo,artist,Pontormo; Jacopo da (Ps.),Frieder Butzmann,https://hoerspiele.dra.de/detailansicht/4345542,"Since 1546, the mannerist Pontormo has been painting behind a shed as a counterpart to Michelangelo's Sistine frescoes on a monumental ""Last Judgment"" for the Medici Church of San Lorenzo in Florence."
342,Die Geschichte meines Lebens - Die Tagebücher Ferdinand Benekes (1. Teil: Die Jahre 1792 bis Anfang 1794),2015,28.06.2015,DRA,Radio Bremen / Mitteldeutscher Rundfunk,Based on diaries,adaptation,Hörspielbearbeitung,Ferdinand Beneke,lawyer,Ferdinand Beneke,Charlotte Drews-Bernstein,https://hoerspiele.dra.de/detailansicht/4746279,"1774 was the birth year of the Bremen merchant's son Ferdinand Beneke. He studied law in Halle and Göttingen. In order to escape the small-minded Prussia, he settled in Hamburg, attracted by the social climate of the free Hanseatic city republic."
343,Die Gespräche des göttlichen Pietro Aretino (1. Teil),2015,25.05.2015,DRA,Mitteldeutscher Rundfunk,Based on letters,adaptation,Hörspielbearbeitung,Pietro Aretino,author,Pietro Aretino,Götz Fritsch,https://hoerspiele.dra.de/detailansicht/4765774,"One of the surest ways to attract displeasure and anger is to write satirical writings. The Italian poet Pietro Aretino, who was born in Perugia in 1492 and buried in Venice in 1556, experienced this firsthand more than once."
344,Die Gespräche des göttlichen Pietro Aretino (2. Teil),2015,01.06.2015,DRA,Mitteldeutscher Rundfunk,Based on letters,adaptation,Hörspielbearbeitung,Pietro Aretino,author,Pietro Aretino,Götz Fritsch,https://hoerspiele.dra.de/detailansicht/4765782,"One of the surest ways to attract displeasure and anger is to write satirical writings. The Italian poet Pietro Aretino, who was born in Perugia in 1492 and buried in Venice in 1556, experienced this firsthand more than once."
345,La vie en rose - Vom Leben und Überleben in Paris,2015,29.09.2015,DRA,SWR2,Biography,original radio play,Originalhörspiel,a man living in Paris,ordinary person,Tom Heithoff,,https://hoerspiele.dra.de/detailansicht/4806676,"He actually wanted to pursue a university career. Now he works in a lousy ""dirty shop"" in the suburbs. He has lived in Paris for 20 years, his doctoral thesis is still not finished and he doesn't have more than 18 square meters of living space."
346,Mit anderen Augen,2015,03.12.2015,DRA,Südwestrundfunk,Autobiographical lives,adaptation,Hörspielbearbeitung,Helmut Oehring,author; musician,Helmut Oehring,Torsten Ottersberg,https://hoerspiele.dra.de/detailansicht/4806713,"To be deaf to people.’ … and to radio art! (Helmut Oehring) In 2011, the autobiography “With Other Eyes” by the composer Helmut Oehring was published."
347,"Leben und Ansichten von Tristram Shandy, Gentleman (1. Teil)",2015,11.10.2015,DRA,Bayerischer Rundfunk,Biofiction,adaptation,Hörspielbearbeitung,Tristram Shandy,fictional character,Laurence Sterne,Karl Bruckmaier,https://hoerspiele.dra.de/detailansicht/4826032,"Laurence Sterne's Tristram Shandy is a unique work in literary history: Published between 1759 and 1767, Sterne confidently experiments with form in this nine-volume novel."
348,"Leben und Ansichten von Tristram Shandy, Gentleman (2. Teil)",2015,18.10.2015,DRA,Bayern 2,Biofiction,adaptation,Hörspielbearbeitung,Tristram Shandy,fictional character,Laurence Sterne,Karl Bruckmaier,https://hoerspiele.dra.de/detailansicht/4826043,"Laurence Sterne's Tristram Shandy is a unique work in literary history: Published between 1759 and 1767, Sterne confidently experiments with form in this nine-volume novel."
349,"Leben und Ansichten von Tristram Shandy, Gentleman (5. Teil)",2015,15.11.2015,DRA,Bayern 2,Biofiction,adaptation,Hörspielbearbeitung,Tristram Shandy,fictional character,Laurence Sterne,Karl Bruckmaier,https://hoerspiele.dra.de/detailansicht/4826048,"Laurence Sterne's Tristram Shandy is a unique work in literary history: Published between 1759 and 1767, Sterne confidently experiments with form in this nine-volume novel."
350,"Leben und Ansichten von Tristram Shandy, Gentleman (3. Teil)",2015,25.10.2015,DRA,Bayern 2,Biofiction,adaptation,Hörspielbearbeitung,Tristram Shandy,fictional character,Laurence Sterne,Karl Bruckmaier,https://hoerspiele.dra.de/detailansicht/4826045,"Laurence Sterne's Tristram Shandy is a unique work in literary history: Published between 1759 and 1767, Sterne confidently experiments with form in this nine-volume novel."
351,"Leben und Ansichten von Tristram Shandy, Gentleman (4. Teil)",2015,08.11.2015,DRA,Bayern 2,Biofiction,adaptation,Hörspielbearbeitung,Tristram Shandy,fictional character,Laurence Sterne,Karl Bruckmaier,https://hoerspiele.dra.de/detailansicht/4826046,"Laurence Sterne's Tristram Shandy is a unique work in literary history: Published between 1759 and 1767, Sterne confidently experiments with form in this nine-volume novel."
352,"Leben und Ansichten von Tristram Shandy, Gentleman (7. Teil)",2015,29.11.2015,DRA,Bayern 2,Biofiction,adaptation,Hörspielbearbeitung,Tristram Shandy,fictional character,Laurence Sterne,Karl Bruckmaier,https://hoerspiele.dra.de/detailansicht/4826050,"Laurence Sterne's Tristram Shandy is a unique work in literary history: Published between 1759 and 1767, Sterne confidently experiments with form in this nine-volume novel."
353,"Leben und Ansichten von Tristram Shandy, Gentleman (6. Teil)",2015,22.11.2015,DRA,Bayern 2,Biofiction,adaptation,Hörspielbearbeitung,Tristram Shandy,fictional character,Laurence Sterne,Karl Bruckmaier,https://hoerspiele.dra.de/detailansicht/4826049,"Laurence Sterne's Tristram Shandy is a unique work in literary history: Published between 1759 and 1767, Sterne confidently experiments with form in this nine-volume novel."
354,"Leben und Ansichten von Tristram Shandy, Gentleman (8. Teil)",2015,06.12.2015,DRA,Bayern 2,Biofiction,adaptation,Hörspielbearbeitung,Tristram Shandy,fictional character,Laurence Sterne,Karl Bruckmaier,https://hoerspiele.dra.de/detailansicht/4826053,"Laurence Sterne's Tristram Shandy is a unique work in literary history: Published between 1759 and 1767, Sterne confidently experiments with form in this nine-volume novel."
355,Liliane Lijn: Glittering in the Sun/Crossing Map,2015,08.11.2015,DRA,Deutschlandradio Kultur,Autobiographical lives,adaptation,Hörspielbearbeitung,Liliane Lijn,author; artist; woman,Gaby Hartel; Liliane Lijn,Giuseppe Maio,https://hoerspiele.dra.de/detailansicht/4906744,"Liliane Lijn, born in New York in 1939, has been one of the outstanding protagonists of contemporary art since the mid-1960s. She spent her childhood in the vital environment of six languages."
356,"Leben und Ansichten von Tristram Shandy, Gentleman (9. Teil)",2015,13.12.2015,DRA,Bayern 2,Biofiction,adaptation,Hörspielbearbeitung,Tristram Shandy,fictional character,Laurence Sterne,Karl Bruckmaier,https://hoerspiele.dra.de/detailansicht/4826055,"Laurence Sterne's Tristram Shandy is a unique work in literary history: Published between 1759 and 1767, Sterne confidently experiments with form in this nine-volume novel."
357,Der verliebte Antierotiker - Ein unbekanntes Kapitel aus dem Leben des Dichters Paul Scheerbart (2. Teil),1993,20.01.1993,DRA,,Autobiographical lives,adaptation,"Hörspielbearbeitung, Monolog",Paul Scheerbart,author,Paul Scheerbart,Hartmut Geerken,https://hoerspiele.dra.de/detailansicht/4909404,"""The writer Paul Scheerbart (1863-1915), who dreamed of life in a glass house and union with celestial bodies, portrayed himself in his books as a staunch despiser of eroticism."
358,Der verliebte Antierotiker - Ein unbekanntes Kapitel aus dem Leben des Dichters Paul Scheerbart (3. Teil),1993,13.01.1993,DRA,,Autobiographical lives,adaptation,"Hörspielbearbeitung, Monolog",Paul Scheerbart,author,Paul Scheerbart,Hartmut Geerken,https://hoerspiele.dra.de/detailansicht/4909405,"""The writer Paul Scheerbart (1863-1915), who dreamed of life in a glass house and union with celestial bodies, portrayed himself in his books as a staunch despiser of eroticism."
359,SoundCard Washington,2016,09.01.2016,DRA,hr2,Sound art,portrait,"Ars acustica, Porträt","Washington, D.C.",place,Andreas Horchler,,https://hoerspiele.dra.de/detailansicht/4913095,"They simply call their residents DC. The capital of the USA, the District of Columbia, founded in 1790, is a square and measures 16x16 kilometers and does not belong to any federal state, but is administered directly by the US Congress."
360,"Hier Familie Hansen (38. Folge: Briefe, Briefe ...)",1970,20.01.1970,DRA,,Based on letters,original radio play,"Originalhörspiel, Kinderhörspiel",Hansen family,family; artist,Gisela Prugel,Lothar Schluck,https://hoerspiele.dra.de/detailansicht/4911046,"The Hansen family, an artist household consisting of grandma, dad, mom and the three children Claudia, Tom and Christine, lives in the city. When Omi moves in with them, they move to a house on the outskirts of town."
361,Das Tagebuch von Adam und Eva,1973,17.06.1973,DRA,,Based on diaries,adaptation,Hörspielbearbeitung,Adam and Eve,fictional character; woman,Mark Twain,N. N.,https://hoerspiele.dra.de/detailansicht/4913331,"Mark Twain wrote two diaries in this work, Adam's and Eve's. The entries begin with the ""birth"" of Eve, who was created from the rib of Adam."
362,Die Geschichte meines Lebens - Die Tagebücher Ferdinand Benekes (2. Teil: Die Jahre 1794 bis Anfang 1796),2015,26.12.2015,DRA,Nordwestradio,Based on diaries,adaptation,Hörspielbearbeitung,Ferdinand Beneke,lawyer,Ferdinand Beneke,Charlotte Drews-Bernstein,https://hoerspiele.dra.de/detailansicht/4918583,"1774 was the birth year of the Bremen merchant's son Ferdinand Beneke. He studied law in Halle and Göttingen. In order to escape the small-minded Prussia, he settled in Hamburg, attracted by the social climate of the free Hanseatic city republic."
363,Wie war’s in China?,2016,12.08.2016,DRA,Deutschlandradio Kultur,Sound art,sound art,Ars acustica,Laurent Jeanneau,musician,Laurent Jeanneau,,https://hoerspiele.dra.de/detailansicht/4925297,"The French musician Laurent Jeanneau lived in China for over 10 years. There, he was particularly fascinated by the wealth of traditional musical forms and instruments. In a series of self-published CDs, he documented the sounds of the various ethnic minorities in the Middle Kingdom."
364,Schwenkfutter,2016,10.10.2016,DRA,Deutschlandradio Kultur,Biofiction,original radio play,"Originalhörspiel, Kriminalhörspiel",Snaps (Morten van de Jørgensen),fictional character; police officer,Oliver Bukowski,Alexander Schuhmacher,https://hoerspiele.dra.de/detailansicht/4925993,"Filmmaker Tim Fengler wants to make a portrait of 'Snaps', the demoted commissioner Morten van de Jørgensen: 'The Star in the Pampas'. Kirsten Kleeberg, head of the Frankfurt/Oder police department, doesn't want to allow that."
365,Die alte Tochter spricht mit dem jungen Vater,2016,13.11.2016,DRA,MDR KULTUR,Based on letters,original radio play,Originalhörspiel,father and daughter,ordinary person; soldier; family,Gabriele Bigott,Gabriele Bigott,https://hoerspiele.dra.de/detailansicht/4931082,"When her mother dies in old age, the author, who was born in the last winter of the war, finds the letters that her father wrote to his bride after he was drafted into the Wehrmacht in the linen cupboard under the kitchen towels."
366,Ich stand abseits,1973,05.02.1973,DRA,,Autobiographical lives,feature / documentary,"Hörspielbearbeitung, Dokumentarhörspiel, Originaltonhörspiel",Jürgen Knop,author; disabled person; ordinary person,Ernst Klee; Christian Gebert; Jürgen Knop,Christian Gebert,https://hoerspiele.dra.de/detailansicht/4932531,"Documentary radio piece that provides direct insight into the situation of severely disabled people. Discussions were held at the Anna-Stift in Hanover with such patients, of whom there are four million in the Federal Republic."
367,Die Geschichte meines Lebens - Die Tagebücher Ferdinand Benekes (3. Teil: Das Jahr 1801),2017,02.04.2017,DRA,Nordwestradio,Based on diaries,adaptation,Hörspielbearbeitung,Ferdinand Beneke,lawyer,Ferdinand Beneke,Charlotte Drews-Bernstein,https://hoerspiele.dra.de/detailansicht/4936976,"1774 was the birth year of the Bremen merchant's son Ferdinand Beneke. He settled in Hamburg as a lawyer, attracted by the social climate of the free Hanseatic city republic."
368,Meine Seele war schwarz von Fliegen (3. Teil),1993,04.11.1993,DRA,,Autobiographical lives,adaptation,"Hörspielbearbeitung, Kurzhörspiel, Monolog",Vasilij Baranow,author; ordinary person,Vasilij Baranov,Ulrich Gerhardt,https://hoerspiele.dra.de/detailansicht/4939130,In the morning they opened our cattle car. And we found out that we were in Dresden. They lined us up and three guards led us through the city. I saw houses like I had never seen in my life.
369,Meine Seele war schwarz von Fliegen (2. Teil),1995,20.09.1995,DRA,,Autobiographical lives,adaptation,"Hörspielbearbeitung, Kurzhörspiel, Monolog",Vasilij Baranow,author; ordinary person,Vasilij Baranov,Ulrich Gerhardt,https://hoerspiele.dra.de/detailansicht/4939129,In the morning they opened our cattle car. And we found out that we were in Dresden. They lined us up and three guards led us through the city. I saw houses like I had never seen in my life.
370,Das Paradies der kleinen Dinge,2017,11.06.2017,DRA,hr2,Based on diaries,adaptation,Hörspielbearbeitung,Sophia and Nathaniel Hawthorne,author; woman,Nathaniel Hawthorne; Sophia Hawthorne,Ulrich Lampen,https://hoerspiele.dra.de/detailansicht/4937511,"In the summer of 1842, a few weeks after their wedding and the decision to start a life together in the old rectory in Concord, Nathaniel Hawthorne and his wife Sophia begin a joint diary."
371,Meine Seele war schwarz von Fliegen (4. Teil),1993,05.11.1993,DRA,,Autobiographical lives,adaptation,"Hörspielbearbeitung, Kurzhörspiel, Monolog",Vasilij Baranow,author; ordinary person,Vasilij Baranov,Ulrich Gerhardt,https://hoerspiele.dra.de/detailansicht/4939131,In the morning they opened our cattle car. And we found out that we were in Dresden. They lined us up and three guards led us through the city. I saw houses like I had never seen in my life.
372,Mutti und ich,2017,09.05.2017,DRA,SWR2,Biography,feature / documentary,"Originalhörspiel, Dokumentarhörspiel",Marietta Schwarz's mother,ordinary person; woman,Marietta Schwarz,Marietta Schwarz,https://hoerspiele.dra.de/detailansicht/4939845,She did not marry her true love and she raised three children. There is a cross in the kitchen and a photo of the Pope in the bedroom. Radio journalist Marietta Schwarz interviewed the person in her life who she knows best: her mother.
373,Pellkantüffeln un Hering (1. Teil: Kinnertied in Pommern),1976,22.11.1976,DRA,,Autobiographical lives,adaptation,"Hörspielbearbeitung, Mundarthörspiel",Franz Rehbein,author; ordinary person,Franz Rehbein,Curt Timm,https://hoerspiele.dra.de/detailansicht/4940862,"In 1911, two years after the author's death, Franz Rehbein's autobiographical notes ""The Life of a Farm Worker"" were published. In this book, Rehbein reports on the first 28 years of his life in a very vivid way, with loving decoration of details and noticeable social commitment."
374,Pellkantüffeln un Hering (2. Teil: Herr un Knecht),1976,29.11.1976,DRA,,Autobiographical lives,adaptation,"Hörspielbearbeitung, Mundarthörspiel",Franz Rehbein,author; ordinary person,Franz Rehbein,Curt Timm,https://hoerspiele.dra.de/detailansicht/4940874,"At the age of 14, Franz Rehbein says goodbye to his family and travels with the ""Sachsengängerzug"" to the western provinces of the German Empire."
375,Pellkantüffeln un Hering (3. Teil: De tweete Heimat),1976,06.12.1976,DRA,,Autobiographical lives,adaptation,"Hörspielbearbeitung, Mundarthörspiel",Franz Rehbein,author; ordinary person,Franz Rehbein,Curt Timm,https://hoerspiele.dra.de/detailansicht/4940875,The third part of the radio work trilogy based on Franz Rehbein's autobiographical report ends with the event that brings his life as a farm worker to an abrupt end: a steam threshing machine tears off his right arm in 1895 and makes him an invalid at the age of 28.
376,Sehnsucht,2018,11.03.2018,DRA,SWR2,Biofiction,adaptation,Hörspielbearbeitung,Contessa Livia Serpieri,fictional character; woman,Camillo Boito,Kai Grehn,https://hoerspiele.dra.de/detailansicht/4949493,"“Sehnsucht” – first published in 1883 – tells of desire, betrayal and revenge against the backdrop of the Italian war of liberation against Austria. “And I always look for and tease the cracks of the unhealed wound”: The 39-year-old Contessa Livia Serpieri looks back on her failed love 16 years ago."
377,Der große Unbekannte (2. Teil: Das Porträt),1963,27.04.1963,DRA,,Biofiction,original radio play,"Originalhörspiel, Kriminalhörspiel",Edgar Dickens,fictional character; author,Karl Richard Tschon,Klaus Groth,https://hoerspiele.dra.de/detailansicht/4951441,"As fate sometimes has it... one fine day, the writer Edgar Dickens, who lives in London, runs into the arms of a completely distraught woman. Apparently she is on the run from the police."
